,ObservationDate,country,Confirmed,Deaths,Recovered,Code,latitude,longitude,New Confirmed,New Recovered,New Death
3905,03/22/2020,dominican republic,202,3,0,DO,18.735692999999998,-70.162651,90,0,1
4075,03/23/2020,dominican republic,245,3,3,DO,18.735692999999998,-70.162651,43,3,0
4245,03/24/2020,dominican republic,312,6,3,DO,18.735692999999998,-70.162651,67,0,3
4421,03/25/2020,dominican republic,392,10,3,DO,18.735692999999998,-70.162651,80,0,4
4573,03/26/2020,dominican republic,488,10,3,DO,18.735692999999998,-70.162651,96,0,0
4705,03/27/2020,dominican republic,581,20,3,DO,18.735692999999998,-70.162651,93,0,10
4953,03/28/2020,dominican republic,719,28,3,DO,18.735692999999998,-70.162651,138,0,8
3729,03/21/2020,east timor,1,0,0,,,,1,0,0
1208,03/01/2020,ecuador,6,0,0,EC,-1.8312389999999998,-78.183406,6,0,0
1277,03/02/2020,ecuador,6,0,0,EC,-1.8312389999999998,-78.183406,0,0,0
1359,03/03/2020,ecuador,7,0,0,EC,-1.8312389999999998,-78.183406,1,0,0
1421,03/04/2020,ecuador,10,0,0,EC,-1.8312389999999998,-78.183406,3,0,0
1529,03/05/2020,ecuador,13,0,0,EC,-1.8312389999999998,-78.183406,3,0,0
1626,03/06/2020,ecuador,13,0,0,EC,-1.8312389999999998,-78.183406,0,0,0
1729,03/07/2020,ecuador,13,0,0,EC,-1.8312389999999998,-78.183406,0,0,0
1835,03/08/2020,ecuador,14,0,0,EC,-1.8312389999999998,-78.183406,1,0,0
1887,03/09/2020,ecuador,15,0,0,EC,-1.8312389999999998,-78.183406,1,0,0
2078,03/10/2020,ecuador,15,0,0,EC,-1.8312389999999998,-78.183406,0,0,0
2194,03/11/2020,ecuador,17,0,0,EC,-1.8312389999999998,-78.183406,2,0,0
2313,03/12/2020,ecuador,17,0,0,EC,-1.8312389999999998,-78.183406,0,0,0
2443,03/13/2020,ecuador,17,0,0,EC,-1.8312389999999998,-78.183406,0,0,0
2560,03/14/2020,ecuador,28,2,0,EC,-1.8312389999999998,-78.183406,11,0,2
2727,03/15/2020,ecuador,28,2,0,EC,-1.8312389999999998,-78.183406,0,0,0
2862,03/16/2020,ecuador,37,2,0,EC,-1.8312389999999998,-78.183406,9,0,0
3041,03/17/2020,ecuador,58,2,0,EC,-1.8312389999999998,-78.183406,21,0,0
3186,03/18/2020,ecuador,111,2,0,EC,-1.8312389999999998,-78.183406,53,0,0
3374,03/19/2020,ecuador,199,3,0,EC,-1.8312389999999998,-78.183406,88,0,1
3549,03/20/2020,ecuador,367,5,0,EC,-1.8312389999999998,-78.183406,168,0,2
3710,03/21/2020,ecuador,506,7,3,EC,-1.8312389999999998,-78.183406,139,3,2
3904,03/22/2020,ecuador,789,14,3,EC,-1.8312389999999998,-78.183406,283,0,7
4076,03/23/2020,ecuador,981,18,3,EC,-1.8312389999999998,-78.183406,192,0,4
4247,03/24/2020,ecuador,1082,27,3,EC,-1.8312389999999998,-78.183406,101,0,9
4422,03/25/2020,ecuador,1173,28,3,EC,-1.8312389999999998,-78.183406,91,0,1
4606,03/26/2020,ecuador,1403,34,3,EC,-1.8312389999999998,-78.183406,230,0,6
4784,03/27/2020,ecuador,1595,36,3,EC,-1.8312389999999998,-78.183406,192,0,2
4954,03/28/2020,ecuador,1823,48,3,EC,-1.8312389999999998,-78.183406,228,0,12
559,02/14/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,1,0,0
586,02/15/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
616,02/16/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
646,02/17/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
676,02/18/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
701,02/19/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
738,02/20/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
770,02/21/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
803,02/22/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
831,02/23/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
874,02/24/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
926,02/25/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
964,02/26/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
1016,02/27/2020,egypt,1,0,0,EG,26.820553000000004,30.802497999999996,0,0,0
1074,02/28/2020,egypt,1,0,1,EG,26.820553000000004,30.802497999999996,0,1,0
1136,02/29/2020,egypt,1,0,1,EG,26.820553000000004,30.802497999999996,0,0,0
1206,03/01/2020,egypt,2,0,1,EG,26.820553000000004,30.802497999999996,1,0,0
1280,03/02/2020,egypt,2,0,1,EG,26.820553000000004,30.802497999999996,0,0,0
1358,03/03/2020,egypt,2,0,1,EG,26.820553000000004,30.802497999999996,0,0,0
1429,03/04/2020,egypt,2,0,1,EG,26.820553000000004,30.802497999999996,0,0,0
1537,03/05/2020,egypt,3,0,1,EG,26.820553000000004,30.802497999999996,1,0,0
1630,03/06/2020,egypt,15,0,1,EG,26.820553000000004,30.802497999999996,12,0,0
1728,03/07/2020,egypt,15,0,1,EG,26.820553000000004,30.802497999999996,0,0,0
1855,03/08/2020,egypt,49,1,1,EG,26.820553000000004,30.802497999999996,34,0,1
1961,03/09/2020,egypt,55,1,12,EG,26.820553000000004,30.802497999999996,6,11,0
2079,03/10/2020,egypt,59,1,12,EG,26.820553000000004,30.802497999999996,4,0,0
2195,03/11/2020,egypt,60,1,27,EG,26.820553000000004,30.802497999999996,1,15,0
2314,03/12/2020,egypt,67,1,27,EG,26.820553000000004,30.802497999999996,7,0,0
2441,03/13/2020,egypt,80,2,27,EG,26.820553000000004,30.802497999999996,13,0,1
2579,03/14/2020,egypt,109,2,27,EG,26.820553000000004,30.802497999999996,29,0,0
2730,03/15/2020,egypt,110,2,27,EG,26.820553000000004,30.802497999999996,1,0,0
2880,03/16/2020,egypt,150,2,27,EG,26.820553000000004,30.802497999999996,40,0,0
3024,03/17/2020,egypt,196,4,32,EG,26.820553000000004,30.802497999999996,46,5,2
3205,03/18/2020,egypt,196,6,32,EG,26.820553000000004,30.802497999999996,0,0,2
3357,03/19/2020,egypt,256,6,32,EG,26.820553000000004,30.802497999999996,60,0,0
3531,03/20/2020,egypt,285,8,39,EG,26.820553000000004,30.802497999999996,29,7,2
3743,03/21/2020,egypt,294,10,41,EG,26.820553000000004,30.802497999999996,9,2,2
3907,03/22/2020,egypt,327,14,56,EG,26.820553000000004,30.802497999999996,33,15,4
4077,03/23/2020,egypt,366,19,68,EG,26.820553000000004,30.802497999999996,39,12,5
4248,03/24/2020,egypt,402,20,80,EG,26.820553000000004,30.802497999999996,36,12,1
4423,03/25/2020,egypt,456,21,95,EG,26.820553000000004,30.802497999999996,54,15,1
4598,03/26/2020,egypt,495,24,102,EG,26.820553000000004,30.802497999999996,39,7,3
4776,03/27/2020,egypt,536,30,116,EG,26.820553000000004,30.802497999999996,41,14,6
4955,03/28/2020,egypt,576,36,121,EG,26.820553000000004,30.802497999999996,40,5,6
3380,03/19/2020,el salvador,1,0,0,SV,13.794185,-88.89653,1,0,0
3555,03/20/2020,el salvador,1,0,0,SV,13.794185,-88.89653,0,0,0
3735,03/21/2020,el salvador,3,0,0,SV,13.794185,-88.89653,2,0,0
3908,03/22/2020,el salvador,3,0,0,SV,13.794185,-88.89653,0,0,0
4078,03/23/2020,el salvador,3,0,0,SV,13.794185,-88.89653,0,0,0
4249,03/24/2020,el salvador,5,0,0,SV,13.794185,-88.89653,2,0,0
4424,03/25/2020,el salvador,9,0,0,SV,13.794185,-88.89653,4,0,0
4599,03/26/2020,el salvador,13,0,0,SV,13.794185,-88.89653,4,0,0
4777,03/27/2020,el salvador,13,0,0,SV,13.794185,-88.89653,0,0,0
4956,03/28/2020,el salvador,19,0,0,SV,13.794185,-88.89653,6,0,0
2731,03/15/2020,equatorial guinea,1,0,0,GQ,1.6508009999999997,10.267895,1,0,0
2864,03/16/2020,equatorial guinea,1,0,0,GQ,1.6508009999999997,10.267895,0,0,0
3045,03/17/2020,equatorial guinea,1,0,0,GQ,1.6508009999999997,10.267895,0,0,0
3188,03/18/2020,equatorial guinea,4,0,0,GQ,1.6508009999999997,10.267895,3,0,0
3379,03/19/2020,equatorial guinea,6,0,0,GQ,1.6508009999999997,10.267895,2,0,0
3554,03/20/2020,equatorial guinea,6,0,0,GQ,1.6508009999999997,10.267895,0,0,0
3736,03/21/2020,equatorial guinea,6,0,0,GQ,1.6508009999999997,10.267895,0,0,0
3909,03/22/2020,equatorial guinea,6,0,0,GQ,1.6508009999999997,10.267895,0,0,0
4079,03/23/2020,equatorial guinea,9,0,0,GQ,1.6508009999999997,10.267895,3,0,0
4250,03/24/2020,equatorial guinea,9,0,0,GQ,1.6508009999999997,10.267895,0,0,0
4419,03/25/2020,equatorial guinea,9,0,0,GQ,1.6508009999999997,10.267895,0,0,0
4600,03/26/2020,equatorial guinea,12,0,0,GQ,1.6508009999999997,10.267895,3,0,0
4778,03/27/2020,equatorial guinea,12,0,0,GQ,1.6508009999999997,10.267895,0,0,0
4957,03/28/2020,equatorial guinea,12,0,0,GQ,1.6508009999999997,10.267895,0,0,0
3737,03/21/2020,eritrea,1,0,0,ER,15.179383999999999,39.782334000000006,1,0,0
3910,03/22/2020,eritrea,1,0,0,ER,15.179383999999999,39.782334000000006,0,0,0
4074,03/23/2020,eritrea,1,0,0,ER,15.179383999999999,39.782334000000006,0,0,0
4251,03/24/2020,eritrea,1,0,0,ER,15.179383999999999,39.782334000000006,0,0,0
4426,03/25/2020,eritrea,4,0,0,ER,15.179383999999999,39.782334000000006,3,0,0
4601,03/26/2020,eritrea,6,0,0,ER,15.179383999999999,39.782334000000006,2,0,0
4779,03/27/2020,eritrea,6,0,0,ER,15.179383999999999,39.782334000000006,0,0,0
4958,03/28/2020,eritrea,6,0,0,ER,15.179383999999999,39.782334000000006,0,0,0
1020,02/27/2020,estonia,1,0,0,EE,58.595271999999994,25.013607,1,0,0
1075,02/28/2020,estonia,1,0,0,EE,58.595271999999994,25.013607,0,0,0
1137,02/29/2020,estonia,1,0,0,EE,58.595271999999994,25.013607,0,0,0
1220,03/01/2020,estonia,1,0,0,EE,58.595271999999994,25.013607,0,0,0
1279,03/02/2020,estonia,1,0,0,EE,58.595271999999994,25.013607,0,0,0
1368,03/03/2020,estonia,2,0,0,EE,58.595271999999994,25.013607,1,0,0
1440,03/04/2020,estonia,2,0,0,EE,58.595271999999994,25.013607,0,0,0
1531,03/05/2020,estonia,3,0,0,EE,58.595271999999994,25.013607,1,0,0
1628,03/06/2020,estonia,10,0,0,EE,58.595271999999994,25.013607,7,0,0
1742,03/07/2020,estonia,10,0,0,EE,58.595271999999994,25.013607,0,0,0
1851,03/08/2020,estonia,10,0,0,EE,58.595271999999994,25.013607,0,0,0
1960,03/09/2020,estonia,10,0,0,EE,58.595271999999994,25.013607,0,0,0
2081,03/10/2020,estonia,12,0,0,EE,58.595271999999994,25.013607,2,0,0
2196,03/11/2020,estonia,16,0,0,EE,58.595271999999994,25.013607,4,0,0
2315,03/12/2020,estonia,16,0,0,EE,58.595271999999994,25.013607,0,0,0
2442,03/13/2020,estonia,79,0,0,EE,58.595271999999994,25.013607,63,0,0
2581,03/14/2020,estonia,115,0,0,EE,58.595271999999994,25.013607,36,0,0
2732,03/15/2020,estonia,171,0,1,EE,58.595271999999994,25.013607,56,1,0
2886,03/16/2020,estonia,205,0,1,EE,58.595271999999994,25.013607,34,0,0
3047,03/17/2020,estonia,225,0,1,EE,58.595271999999994,25.013607,20,0,0
3210,03/18/2020,estonia,258,0,1,EE,58.595271999999994,25.013607,33,0,0
3382,03/19/2020,estonia,267,0,1,EE,58.595271999999994,25.013607,9,0,0
3557,03/20/2020,estonia,283,0,1,EE,58.595271999999994,25.013607,16,0,0
3738,03/21/2020,estonia,306,0,1,EE,58.595271999999994,25.013607,23,0,0
3914,03/22/2020,estonia,326,0,4,EE,58.595271999999994,25.013607,20,3,0
4081,03/23/2020,estonia,352,0,4,EE,58.595271999999994,25.013607,26,0,0
4254,03/24/2020,estonia,369,0,7,EE,58.595271999999994,25.013607,17,3,0
4427,03/25/2020,estonia,404,1,8,EE,58.595271999999994,25.013607,35,1,1
4602,03/26/2020,estonia,538,1,8,EE,58.595271999999994,25.013607,134,0,0
4780,03/27/2020,estonia,575,1,11,EE,58.595271999999994,25.013607,37,3,0
4959,03/28/2020,estonia,645,1,20,EE,58.595271999999994,25.013607,70,9,0
2582,03/14/2020,eswatini,1,0,0,,,,1,0,0
2736,03/15/2020,eswatini,1,0,0,,,,0,0,0
2894,03/16/2020,eswatini,1,0,0,,,,0,0,0
3048,03/17/2020,eswatini,1,0,0,,,,0,0,0
3209,03/18/2020,eswatini,1,0,0,,,,0,0,0
3383,03/19/2020,eswatini,1,0,0,,,,0,0,0
3558,03/20/2020,eswatini,1,0,0,,,,0,0,0
3739,03/21/2020,eswatini,1,0,0,,,,0,0,0
3911,03/22/2020,eswatini,4,0,0,,,,3,0,0
4082,03/23/2020,eswatini,4,0,0,,,,0,0,0
4252,03/24/2020,eswatini,4,0,0,,,,0,0,0
4429,03/25/2020,eswatini,4,0,0,,,,0,0,0
4603,03/26/2020,eswatini,6,0,0,,,,2,0,0
4781,03/27/2020,eswatini,9,0,0,,,,3,0,0
4960,03/28/2020,eswatini,9,0,0,,,,0,0,0
2444,03/13/2020,ethiopia,1,0,0,ET,9.145,40.489672999999996,1,0,0
2583,03/14/2020,ethiopia,1,0,0,ET,9.145,40.489672999999996,0,0,0
2733,03/15/2020,ethiopia,1,0,0,ET,9.145,40.489672999999996,0,0,0
2887,03/16/2020,ethiopia,5,0,0,ET,9.145,40.489672999999996,4,0,0
3049,03/17/2020,ethiopia,5,0,0,ET,9.145,40.489672999999996,0,0,0
3212,03/18/2020,ethiopia,6,0,0,ET,9.145,40.489672999999996,1,0,0
3384,03/19/2020,ethiopia,6,0,0,ET,9.145,40.489672999999996,0,0,0
3559,03/20/2020,ethiopia,9,0,0,ET,9.145,40.489672999999996,3,0,0
3740,03/21/2020,ethiopia,9,0,0,ET,9.145,40.489672999999996,0,0,0
3912,03/22/2020,ethiopia,11,0,0,ET,9.145,40.489672999999996,2,0,0
4083,03/23/2020,ethiopia,11,0,0,ET,9.145,40.489672999999996,0,0,0
4253,03/24/2020,ethiopia,12,0,0,ET,9.145,40.489672999999996,1,0,0
4428,03/25/2020,ethiopia,12,0,0,ET,9.145,40.489672999999996,0,0,0
4604,03/26/2020,ethiopia,12,0,0,ET,9.145,40.489672999999996,0,0,0
4782,03/27/2020,ethiopia,16,0,0,ET,9.145,40.489672999999996,4,0,0
4961,03/28/2020,ethiopia,16,0,1,ET,9.145,40.489672999999996,0,1,0
1448,03/04/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,1,0,0
1550,03/05/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,0,0,0
1643,03/06/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,0,0,0
1751,03/07/2020,faroe islands,1,0,0,FO,61.892635,-6.9118059999999995,0,0,0
1852,03/08/2020,faroe islands,2,0,0,FO,61.892635,-6.9118059999999995,1,0,0
1963,03/09/2020,faroe islands,2,0,0,FO,61.892635,-6.9118059999999995,0,0,0
2080,03/10/2020,faroe islands,2,0,0,FO,61.892635,-6.9118059999999995,0,0,0
3385,03/19/2020,fiji,1,0,0,FJ,-16.578193,179.414413,1,0,0
3560,03/20/2020,fiji,1,0,0,FJ,-16.578193,179.414413,0,0,0
3741,03/21/2020,fiji,1,0,0,FJ,-16.578193,179.414413,0,0,0
3913,03/22/2020,fiji,2,0,0,FJ,-16.578193,179.414413,1,0,0
4092,03/23/2020,fiji,3,0,0,FJ,-16.578193,179.414413,1,0,0
4257,03/24/2020,fiji,4,0,0,FJ,-16.578193,179.414413,1,0,0
4351,03/25/2020,fiji,5,0,0,FJ,-16.578193,179.414413,1,0,0
4605,03/26/2020,fiji,5,0,0,FJ,-16.578193,179.414413,0,0,0
4783,03/27/2020,fiji,5,0,0,FJ,-16.578193,179.414413,0,0,0
4962,03/28/2020,fiji,5,0,0,FJ,-16.578193,179.414413,0,0,0
114,01/29/2020,finland,1,0,0,FI,61.92411,25.748151,1,0,0
137,01/30/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
158,01/31/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
186,02/01/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
215,02/02/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
240,02/03/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
268,02/04/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
297,02/05/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
323,02/06/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
353,02/07/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
382,02/08/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
410,02/09/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
440,02/10/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
469,02/11/2020,finland,1,0,0,FI,61.92411,25.748151,0,0,0
497,02/12/2020,finland,1,0,1,FI,61.92411,25.748151,0,1,0
529,02/13/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
557,02/14/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
587,02/15/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
617,02/16/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
647,02/17/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
677,02/18/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
707,02/19/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
739,02/20/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
771,02/21/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
804,02/22/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
837,02/23/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
875,02/24/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
918,02/25/2020,finland,1,0,1,FI,61.92411,25.748151,0,0,0
976,02/26/2020,finland,2,0,1,FI,61.92411,25.748151,1,0,0
1018,02/27/2020,finland,2,0,1,FI,61.92411,25.748151,0,0,0
1079,02/28/2020,finland,2,0,1,FI,61.92411,25.748151,0,0,0
1122,02/29/2020,finland,3,0,1,FI,61.92411,25.748151,1,0,0
1219,03/01/2020,finland,6,0,1,FI,61.92411,25.748151,3,0,0
1295,03/02/2020,finland,6,0,1,FI,61.92411,25.748151,0,0,0
1374,03/03/2020,finland,6,0,1,FI,61.92411,25.748151,0,0,0
1442,03/04/2020,finland,6,0,1,FI,61.92411,25.748151,0,0,0
1549,03/05/2020,finland,12,0,1,FI,61.92411,25.748151,6,0,0
1649,03/06/2020,finland,15,0,1,FI,61.92411,25.748151,3,0,0
1750,03/07/2020,finland,15,0,1,FI,61.92411,25.748151,0,0,0
1853,03/08/2020,finland,23,0,1,FI,61.92411,25.748151,8,0,0
1964,03/09/2020,finland,30,0,1,FI,61.92411,25.748151,7,0,0
2086,03/10/2020,finland,40,0,1,FI,61.92411,25.748151,10,0,0
2197,03/11/2020,finland,59,0,1,FI,61.92411,25.748151,19,0,0
2316,03/12/2020,finland,59,0,1,FI,61.92411,25.748151,0,0,0
2445,03/13/2020,finland,155,0,1,FI,61.92411,25.748151,96,0,0
2584,03/14/2020,finland,225,0,1,FI,61.92411,25.748151,70,0,0
2734,03/15/2020,finland,244,0,10,FI,61.92411,25.748151,19,9,0
2888,03/16/2020,finland,277,0,10,FI,61.92411,25.748151,33,0,0
3050,03/17/2020,finland,321,0,10,FI,61.92411,25.748151,44,0,0
3213,03/18/2020,finland,336,0,10,FI,61.92411,25.748151,15,0,0
3389,03/19/2020,finland,400,0,10,FI,61.92411,25.748151,64,0,0
3564,03/20/2020,finland,450,0,10,FI,61.92411,25.748151,50,0,0
3742,03/21/2020,finland,523,1,10,FI,61.92411,25.748151,73,0,1
3922,03/22/2020,finland,626,1,10,FI,61.92411,25.748151,103,0,0
4084,03/23/2020,finland,700,1,10,FI,61.92411,25.748151,74,0,0
4255,03/24/2020,finland,792,1,10,FI,61.92411,25.748151,92,0,0
4438,03/25/2020,finland,880,3,10,FI,61.92411,25.748151,88,0,2
4608,03/26/2020,finland,958,5,10,FI,61.92411,25.748151,78,0,2
4786,03/27/2020,finland,1041,7,10,FI,61.92411,25.748151,83,0,2
4963,03/28/2020,finland,1167,9,10,FI,61.92411,25.748151,126,0,2
33,01/24/2020,france,2,0,0,FR,46.227638,2.213749,2,0,0
47,01/25/2020,france,3,0,0,FR,46.227638,2.213749,1,0,0
60,01/26/2020,france,3,0,0,FR,46.227638,2.213749,0,0,0
76,01/27/2020,france,3,0,0,FR,46.227638,2.213749,0,0,0
96,01/28/2020,france,4,0,0,FR,46.227638,2.213749,1,0,0
119,01/29/2020,france,5,0,0,FR,46.227638,2.213749,1,0,0
136,01/30/2020,france,5,0,0,FR,46.227638,2.213749,0,0,0
159,01/31/2020,france,5,0,0,FR,46.227638,2.213749,0,0,0
187,02/01/2020,france,6,0,0,FR,46.227638,2.213749,1,0,0
214,02/02/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
241,02/03/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
269,02/04/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
304,02/05/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
324,02/06/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
354,02/07/2020,france,6,0,0,FR,46.227638,2.213749,0,0,0
383,02/08/2020,france,11,0,0,FR,46.227638,2.213749,5,0,0
411,02/09/2020,france,11,0,0,FR,46.227638,2.213749,0,0,0
441,02/10/2020,france,11,0,0,FR,46.227638,2.213749,0,0,0
470,02/11/2020,france,11,0,0,FR,46.227638,2.213749,0,0,0
498,02/12/2020,france,11,0,2,FR,46.227638,2.213749,0,2,0
527,02/13/2020,france,11,0,2,FR,46.227638,2.213749,0,0,0
558,02/14/2020,france,11,0,2,FR,46.227638,2.213749,0,0,0
588,02/15/2020,france,12,1,4,FR,46.227638,2.213749,1,2,1
625,02/16/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
648,02/17/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
678,02/18/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
708,02/19/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
732,02/20/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
780,02/21/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
805,02/22/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
838,02/23/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
878,02/24/2020,france,12,1,4,FR,46.227638,2.213749,0,0,0
919,02/25/2020,france,14,1,11,FR,46.227638,2.213749,2,7,0
966,02/26/2020,france,18,2,11,FR,46.227638,2.213749,4,0,1
1028,02/27/2020,france,38,2,11,FR,46.227638,2.213749,20,0,0
1077,02/28/2020,france,57,2,11,FR,46.227638,2.213749,19,0,0
1140,02/29/2020,france,100,2,12,FR,46.227638,2.213749,43,1,0
1218,03/01/2020,france,130,2,12,FR,46.227638,2.213749,30,0,0
1294,03/02/2020,france,191,3,12,FR,46.227638,2.213749,61,0,1
1373,03/03/2020,france,204,4,12,FR,46.227638,2.213749,13,0,1
1453,03/04/2020,france,285,4,12,FR,46.227638,2.213749,81,0,0
1548,03/05/2020,france,377,6,12,FR,46.227638,2.213749,92,0,2
1648,03/06/2020,france,653,9,12,FR,46.227638,2.213749,276,0,3
1749,03/07/2020,france,949,11,12,FR,46.227638,2.213749,296,0,2
1854,03/08/2020,france,1126,19,12,FR,46.227638,2.213749,177,0,8
1966,03/09/2020,france,1209,19,12,FR,46.227638,2.213749,83,0,0
2082,03/10/2020,france,1784,33,12,FR,46.227638,2.213749,575,0,14
2203,03/11/2020,france,2284,48,12,FR,46.227638,2.213749,500,0,15
2322,03/12/2020,france,2284,48,12,FR,46.227638,2.213749,0,0,0
2446,03/13/2020,france,3667,79,12,FR,46.227638,2.213749,1383,0,31
2587,03/14/2020,france,4480,91,12,FR,46.227638,2.213749,813,0,12
2735,03/15/2020,france,4513,91,12,FR,46.227638,2.213749,33,0,0
2889,03/16/2020,france,6650,148,12,FR,46.227638,2.213749,2137,0,57
3054,03/17/2020,france,7683,148,12,FR,46.227638,2.213749,1033,0,0
3214,03/18/2020,france,9052,148,12,FR,46.227638,2.213749,1369,0,0
3386,03/19/2020,france,10886,243,12,FR,46.227638,2.213749,1834,0,95
3561,03/20/2020,france,12632,450,12,FR,46.227638,2.213749,1746,0,207
3753,03/21/2020,france,14308,562,12,FR,46.227638,2.213749,1676,0,112
3915,03/22/2020,france,16214,676,2201,FR,46.227638,2.213749,1906,2189,114
4085,03/23/2020,france,20123,862,2207,FR,46.227638,2.213749,3909,6,186
4262,03/24/2020,france,22622,1102,3288,FR,46.227638,2.213749,2499,1081,240
4430,03/25/2020,france,25600,1333,3907,FR,46.227638,2.213749,2978,619,231
4607,03/26/2020,france,29551,1698,4955,FR,46.227638,2.213749,3951,1048,365
4785,03/27/2020,france,33402,1997,5707,FR,46.227638,2.213749,3851,752,299
4964,03/28/2020,france,38105,2317,5724,FR,46.227638,2.213749,4703,17,320
1748,03/07/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,5,0,0
1860,03/08/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
1965,03/09/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2083,03/10/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2199,03/11/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2318,03/12/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2447,03/13/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2585,03/14/2020,french guiana,5,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
2890,03/16/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,6,0,0
3051,03/17/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
3215,03/18/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
3387,03/19/2020,french guiana,11,0,0,GF,3.9338889999999997,-53.125781999999994,0,0,0
3562,03/20/2020,french guiana,15,0,0,GF,3.9338889999999997,-53.125781999999994,4,0,0
3744,03/21/2020,french guiana,18,0,6,GF,3.9338889999999997,-53.125781999999994,3,6,0
2586,03/14/2020,gabon,1,0,0,GA,-0.803689,11.609444,1,0,0
2743,03/15/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
2891,03/16/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3052,03/17/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3219,03/18/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3388,03/19/2020,gabon,1,0,0,GA,-0.803689,11.609444,0,0,0
3563,03/20/2020,gabon,3,1,0,GA,-0.803689,11.609444,2,0,1
3745,03/21/2020,gabon,4,1,0,GA,-0.803689,11.609444,1,0,0
3916,03/22/2020,gabon,5,1,0,GA,-0.803689,11.609444,1,0,0
